Code,Location,Parent,Children
TLK,Russian Federation,OVB,N/A
TLL,Estonia,ARN,N/A
TLM,Tlemcen Algeria,ORY,N/A
TLN,France,ORY,N/A
TLQ,China,XIY,N/A
TLS,Toulouse France,ORY,[ORY; SNR]
TLT,United States,BET,[AKI]
TLU,Tolu Colombia,EOH,N/A
TLV,Israel,IST,[ETM]
TLY,Russian Federation,VVO,N/A
TMC,Indonesia,DPS,N/A
TME,Colombia,BOG,N/A
TMF,Maldives,MLE,N/A
TMH,Indonesia,DJJ,N/A
TMI,Nepal,KTM,N/A
TMJ,Uzbekistan,TAS,N/A
TML,Ghana,ACC,N/A
TMM,Madagascar,TNR,[WAM]
TMP,Finland,HEL,N/A
TMR,Algeria,ALG,[INF]
TMS,Sao Tome and Principe,PCP,[PCP]
TMT,Brazil,PIN,N/A
TMU,Nicoya,SJO,[SJO]
TMW,Australia,SYD,N/A
TMX,Algeria,ALG,N/A
TNA,China,CTU,N/A
TNC,United States,WAA,N/A
TNE,Nakatane Japan,KOJ,N/A
TNG,Tanger,MAD,N/A
TNH,China,DLC,N/A
TNJ,Tanjung Pinang Indonesia,CGK,[MWK]
TNK,United States,BET,[OOK]
TNN,Taiwan,MZG,N/A
TNO,Nicoya Costa Rica,SJO,N/A
TNR,Madagascar,NBO,[DIE; FTU; MOQ; NOS; SMS; SVB; TLE; TMM]
TOB,Tobruk Libyan Arab Jamahiriya,HBE,N/A
TOE,Tozeur Tunisia,TUN,N/A
TOF,Russian Federation,DME,N/A
TOG,United States,KWN,N/A
TOH,Torres Islands Vanuatu,MTV,[MTV]
TOL,United States,ORD,N/A
TOS,Norway,OSL,[ALF; HFT; LKL; SOJ; VDS]
TOW,Brazil,CWB,N/A
TOY,Japan,HND,N/A
TPA,United States,ATL,[DSI]
TPE,Taipei,HKG,[HKG; MFM]
TPP,Peru,LIM,N/A
TPQ,Mexico,MEX,N/A
TPS,Italy,FCO,N/A
TQA,Greenland,JUV,[IUI]
TQI,Greenland,AGM,N/A
TQP,Australia,TSV,N/A
TQQ,Tano Indonesia,DPS,N/A
TQR, Island Heliport (TQR) is a smaller airport in Italy,FOG,[FOG; VIF]
TRC,Mexico,MEX,N/A
TRD,Norway,OSL,[BNN; MJF; MQN; OSL; OSY; RVK]
TRE,Scotland,GLA,N/A
TRF,Norway,BGO,N/A
TRG,New Zealand,AKL,N/A
TRI,Bristol United States,ATL,N/A
TRK,Indonesia,BPN,[NNX]
TRN,Italy,FCO,N/A
TRO,Australia,SYD,N/A
TRR,Trincomalee Sri Lanka,GIU,[GIU]
TRS,Italy,FCO,N/A
TRU,Trujillo Peru,LIM,N/A
TRV,Trivandrum India,BLR,[CNN; SHJ]
TRW,Kiribati,NAN,N/A
TRZ,Tiruchchirappalli India,MAA,N/A
TSA,Taipei,KNH,[HUN; KNH; LZN; MFK; TTT]
TSE,Tselinograd,ALA,[AKX; ALA; CIT; DMB; DZN; KSN; KZO; PWQ; TDK; UKK; URA]
TSF,Italy,NAP,N/A
TSJ,Japan,FUK,N/A
TSL,Mexico,MEX,N/A
TSM,United States,AUS,[CLD]
TSN,Tianjin China,XIY,[DBC; WUT]
TSR,Timisoara,OTP,N/A
TST,Thailand,DMK,N/A
TSV,Australia,BNE,[CNJ; OSO; PHQ; PMK; TQP]
TSY,Indonesia,HLP,N/A
TTA,Tan-Tan Morocco,CMN,[GLN]
TTE,Ternate Indonesia,MDC,[LAH; OTI]
TTJ,Japan,HND,N/A
TTN,United States,MCO,N/A
TTQ,Roxana Costa Rica,FON,N/A
TTT,Taiwan,TSA,N/A
TTU,Tetouan Morocco,AHU,[AHU]
TUB,Tubuai – Mataura New Zealand,PPT,[RVV]
TUC,Tucuman Argentina,AEP,N/A
TUF,Tours France,OPO,N/A
TUG,Philippines,MNL,N/A
TUI,Saudi Arabia,RUH,N/A
TUK,Pakistan,KHI,N/A
TUL,United States,DFW,N/A
TUN,Tunis,ORY,[DJE; GAF; MJI; MRA; TIP; TOE]
TUO,New Zealand,WLG,N/A
TUP,United States,BNA,N/A
TUS,United States,DFW,N/A
TUU,Saudi Arabia,JED,N/A
TUV,Venezuela,PMV,N/A
TVC,Traverse City United States,ORD,N/A
TVF,United States,MSP,N/A
TVS,China,HRB,N/A
TVU,Matei,NAN,N/A
TVY,Myanmar,RGN,[KAW]
TWC,China,URC,N/A
TWF,Twin Falls United States,SLC,N/A
TWT,Bongao Philippines,ZAM,N/A
TWU,Malaysia,BKI,N/A
TXE,Indonesia,KNO,N/A
TXF,Brazil,CNF,N/A
TXK,United States,DFW,N/A
TXL,Berlin,FRA,[CGN; FRA; MUC; SCN; STR]
TXN,Huangshan China,DLC,N/A
TYL,Talara Peru,LIM,N/A
TYN,Taiyuan China,KMG,[CIH; DAT]
TYR,United States,DFW,N/A
TYS,Knoxville United States,CLT,N/A
TZA,Belize,SPR,N/A
TZL,Bosnia and Herzegovina,DTM,N/A
TZX,Turkey,SAW,[KCO]
UAH,French Polynesia,NHV,N/A
UAK,Narssarssuaq Greenland,GOH,N/A
UAP,Ua Pou Marquesas Island French Polynesia,NHV,N/A
UAQ,Domingo Faustino Sarmiento Argentina,AEP,N/A
UAR,Morocco,CMN,N/A
UAS,Kenya,JJM,[JJM]
UBA,Brazil,CNF,[AAX]
UBB,Australia,BDD,N/A
UBJ,Japan,HND,N/A
UBP,Thailand,DMK,N/A
UCB,China,CGO,N/A
UCT,Russian Federation,VKO,N/A
UDI,Brazil,CGH,N/A
UDR,India,DEL,N/A
UEL,Mozambique,MPM,N/A
UEO,Japan,OKA,N/A
UET,Pakistan,KHI,N/A
UFA,Russian Federation,SVO,N/A
UGC,Uzbekistan,TAS,N/A
UGI,Uganik United States,KWP,[KPY]
UIB,Quibdo Colombia,EOH,[EOH]
UIH,Vietnam,SGN,N/A
UII,Honduras,LCE,N/A
UIN,Field (UIN) is a smaller airport in United States,ORD,N/A
UIO,Quito,GYE,[CUE; ESM; ETR; GYE; LGQ; LOH; MEC; OCC]
UIP,Quimper France,ORY,N/A
UIT,Jabor,MAJ,[EBO]
UJE,Marshall Islands,LML,[WTO]
UKA,Kenya,MBA,N/A
UKB,Japan,HND,[IBR]
UKG,Russian Federation,YKS,N/A
UKK,Oskemen Kazakhstan,TSE,[SZI]
UKX,Russian Federation,IKT,N/A
ULB,Vanuatu,CCV,[PBJ]
ULG,Mongolia,ULN,N/A
ULH,Al Ula Saudi Arabia,RUH,N/A
ULK,Russian Federation,YKS,N/A
ULN,Ulan Bator,ICN,[BYN; COQ; HVD; MXV; ULG; ULO; ULZ]
ULO,Mongolia,ULN,N/A
ULP,Quilpie Australia,CTL,N/A
ULV,Ulyanovsk Russian Federation,VKO,N/A
ULX,South Africa,LDZ,N/A
ULZ,Mongolia,ULN,[LTI]
UMD,Greenland,JQA,[JQA; JUK; NIQ; SAE]
UME,Sweden,ARN,N/A
UNG,Papua New Guinea,POM,[TBG]
UNK,United States,SMK,[SKK; WBB]
UNN,Thailand,DMK,N/A
UOL,Buol Indonesia,PLW,N/A
UPG,Maros Regency,CGK,[AMQ; BTW; BUW; GTO; KDI; KSR; LLO; LUW; MJU; MKW; PLW; PSJ; PUM; RAQ; SOQ]
UPK,Greenland,KGQ,N/A
UPN,Uruapan Mexico,TIJ,N/A
URA,Oral Kazakhstan,TSE,N/A
URC,Urumqi China,KHG,[AAT; AKU; BPL; FYN; HTN; KCA; KHG; KRL; KRY; LHW; NLT; QSZ; TCG; TWC; YIN]
URG,Uruguaiana Brazil,POA,N/A
URJ,Uray Russia,HMA,N/A
URS,Russian Federation,VKO,N/A
URT,Thailand,DMK,N/A
URY,Al Jawf Province Saudi Arabia,RUH,N/A
USA,United States,FLL,N/A
USH,s Argentinas (USH) is a smaller airport in Argentina,AEP,N/A
USK,Russian Federation,VKO,N/A
USM,Ko Samui,BKK,N/A
USN,South Korea,GMP,N/A
USQ,Turkey,IST,N/A
USR,Russian Federation,YKS,N/A
USU,Philippines,MNL,N/A
UTH,Thailand,DMK,N/A
UTK,Marshall Islands,MAJ,N/A
UTN,South Africa,JNB,N/A
UTP,Rayong Thailand,CNX,N/A
UTS,Russian Federation,SCW,N/A
UTT,South Africa,JNB,N/A
UUA,Russian Federation,DME,N/A
UUD,Ulan-Ude Russian Federation,DME,N/A
UUS,Yuzhno-Sakhalinsk Russian Federation,KHV,[DEE; EKS; ITU; KHV; KXK; NGK; OHH]
UVE,New Caledonia,GEA,N/A
UVF,Saint Lucia,MIA,N/A
UYL,Sudan,KRT,N/A
UYN,China,XIY,N/A
UYU,Bolivia,LPB,N/A
UZR,Kazakhstan,ALA,N/A
VAA,Finland,HEL,N/A
VAG,Varginha Brazil,CNF,N/A
VAI,Papua New Guinea,WWK,[WWK]
VAK,United States,HPB,N/A
VAL,Brazil,CNF,N/A
VAM,Maldives,MLE,N/A
VAN,Turkey,SAW,N/A
VAO,Solomon Islands,HIR,N/A
VAR,Bulgaria,SOF,N/A
VAS,Turkey,SAW,N/A
VAV,Vavaʻu,TBU,[NFO; NTT]
VAW,Svartnes Norway,BJF,N/A
VBA,Myanmar,AKY,N/A
VBP,Myanmar,RGN,N/A
VBV,Vanua balavu Fiji,SUV,N/A
VBY,Sweden,BMA,[NRK]
VCA,Can Tho Vietnam,HAN,N/A
VCE,Venice,CDG,N/A
VCL,Vietnam,SGN,N/A
VCP,Campinas,BSB,[AQA; ARU; BYO; GPB; IZA; PFB; PGZ; PPB; ROO; RVD; TJL]
VCS,Con Dao Viet Nam,SGN,N/A
VCT,United States,DFW,N/A
VDC,Brazil,SSA,N/A
VDE,Spain,TFN,N/A
VDH,Vietnam,SGN,N/A
VDM,Viedma Argentina,AEP,N/A
VDO,Hạ Long Vietnam,SGN,N/A
VDS,Vadso Norway,TOS,[KKN]
VDY,Vijaynagar India,BLR,N/A
VDZ,United States,ANC,N/A
VEE,United States,ARC,[ARC]
VEL,United States,DEN,N/A
VER,Mexico,MEX,N/A
VFA,Zimbabwe,HRE,N/A
VGA,India,HYD,N/A
VGO,Spain,MAD,N/A
VGZ,Colombia,BOG,N/A
VHC,Angola,LAD,N/A
VHM,Sweden,LYC,N/A
VHV,Russian Federation,YKS,N/A
VIE,Vienna,FRA,[ACH; INN; KLU; SOF]
VIF,Italy,TQR,N/A
VIG,Venezuela,CCS,N/A
VII,Vietnam,SGN,N/A
VIJ,Spanish Town,STT,N/A
VIL,Morocco,CMN,N/A
VIT,Spain,BGY,N/A
VIX,Vitoria Brazil,GRU,N/A
VKG,Vietnam,SGN,N/A
VKO,Moscow,LED,[BHK; CSY; DYR; DYU; ESL; GRV; HMA; IGT; JOK; KEJ; KGP; KLV; KRO; KVD; KVX; LLK; LRM; LWN; MCX; NAL; NOJ; OGZ; PES; PKV; SGC; SKD; TBW; UCT; ULV; URS; USK; YKS]
VLC,Spain,PMI,N/A
VLD,United States,ATL,N/A
VLI,Port-Vila,SON,[CCV; EAE; LNB; LNE; NUS; SON; TAH; TGH; VLS]
VLL,Spain,BCN,N/A
VLN,Valencia,PTY,N/A
VLS,Vanuatu,VLI,N/A
VLY,Valley United Kingdom,CWL,N/A
VNO,Lithuania,RIX,N/A
VNS,India,DEL,[GAY; HJR]
VNX,Mozambique,JNB,N/A
VOG,Volgograd Russian Federation,SVO,N/A
VOL,Volos Greece,MUC,N/A
VOZ,Voronezh Russian Federation,DME,N/A
VPE,Angola,LAD,N/A
VPG,Kenya,WIL,N/A
VPN,Iceland,THO,N/A
VPS,Valparaiso United States,ATL,[BLV]
VPY,Mozambique,MPM,N/A
VQS,Isla De Vieques,SJU,N/A
VRA,Varadero,YYZ,[MZO]
VRB,United States,EWR,N/A
VRC,Philippines,MNL,N/A
VRL,Portugal,BGC,[BGC]
VRN,Italy,FCO,N/A
VRY,Norway,BOO,N/A
VSA,Villahermosa Mexico,MEX,N/A
VSE,Portugal,CAT,N/A
VST,Sweden,STN,N/A
VTE,Vientiane,BKK,[LPQ; LXG; NEU; ODY; PCQ; PKZ; XKH; ZVK]
VTZ,India,HYD,N/A
VUP,Valledupar Colombia,BOG,N/A
VUU,Blantyre Malawi,CMK,N/A
VVC,Villavicencio Colombia,BOG,N/A
VVI,Bolivia,LPB,[CBB; LPB; SRE]
VVO,Vladivostok Russian Federation,ICN,[DHG; DLR; KVR; PKC; RZH; TLY]
VVZ,Algeria,DJG,N/A
VXC,Mozambique,APL,N/A
VXE,Mindelo,RAI,N/A
VXO,Vaxjo Sweden,BMA,N/A
VYI,Russian Federation,YKS,N/A
WAA,United States,OME,[TNC]
WAE,Riyadh Province Saudi Arabia,RUH,N/A
WAG,New Zealand,AKL,N/A
WAM,Madagascar,TMM,N/A
WAW,Warsaw,PRG,[BZG; GDN; IEG; KRK; LUZ; LWO; POZ; RZE; SZZ; WRO]
WBB,United States,UNK,[SMK]
WBM,Papua New Guinea,HGU,N/A
WDH,Namibia,JNB,N/A
WDS,China,WUH,N/A
WEF,China,SHE,N/A
WEH,China,ICN,N/A
WEI,Australia,CNS,N/A
WGA,Australia,SYD,N/A
WGE,Australia,LHG,[LHG]
WGN,Shaoyang China,CGO,N/A
WGP,Waingapu Indonesia,KOE,N/A
WHD,United States,KTN,N/A
WHK,New Zealand,AKL,N/A
WIC,United Kingdom,ABZ,N/A
WIL,Kenya,MRE,[ANA; ASV; KTL; LAU; NYK; VPG]
WIN,Australia,LRE,N/A
WJA,Marshall Islands,KWA,N/A
WJR,Kenya,NBO,N/A
WJU,South Korea,CJU,N/A
WKJ,Japan,CTS,N/A
WLE,Australia,BNE,N/A
WLG,New Zealand,AKL,[AKL; BHE; CHT; HLZ; NSN; PCN; TIU; TUO; WSZ]
WLH,Vanuatu,SON,N/A
WLK,United States,OTZ,[OTZ]
WLS,Mala'e,FUT,[FUT]
WME,Mount Keith Mine Australia,PER,N/A
WMI,Warsaw Poland,STN,N/A
WMN,Madagascar,SVB,N/A
WMO,Airport (WMO) is a smaller airport in United States,OME,[GLV]
WMT,Zunyi China,KWE,N/A
WMX,Indonesia,DJJ,[DJJ]
WNA,United States,PKA,N/A
WNH,China,KMG,N/A
WNN,Wunnumin Lake Canada,KIF,N/A
WNP,Philippines,MNL,N/A
WNR,Windorah Australia,BVI,N/A
WNZ,China,CAN,N/A
WOL,Wollongong Australia,MEB,N/A
WPR,Porvenir Chile,PUQ,N/A
WPU,Puerto Williams Chile,PUQ,N/A
WRE,New Zealand,AKL,N/A
WRG,United States,KTN,N/A
WRO,Wroclaw,WAW,N/A
WRZ,Sri Lanka,KCT,N/A
WSP,Nicaragua,MGA,N/A
WSZ,New Zealand,WLG,N/A
WTB,Australia,SYD,N/A
WTE,Marshall Islands,MAJ,N/A
WTK,United States,OTZ,N/A
WTL,United States,BET,[EEK]
WTO,Marshall Islands,UJE,N/A
WUA,China,HET,N/A
WUH,Wuhan China,PEK,[ENH; HPG; WDS]
WUN,Australia,MKR,N/A
WUS,China,XMN,N/A
WUT,Xinzhou China,TSN,N/A
WUU,Sudan,JUB,N/A
WUX,China,SZX,N/A
WUZ,Wuzhou China,CSX,N/A
WVB,Namibia,CPT,N/A
WWK,Papua New Guinea,VAI,[VAI]
WWP,United States,NKI,[KCC]
WWT,United States,BET,N/A
WXN,China,KWE,N/A
WYA,Australia,ADL,N/A
WYS,West Yellowstone United States,SLC,N/A
XAI,gang Airport (XAI) is an airport in China,FUO,N/A
XAP,Brazil,GRU,N/A
XBE,Canada,YXL,[MSA]
XBJ,Iran,THR,N/A
XCH,Christmas Island,PER,[CCK]
XCR,Chalons-en-Champagne France,MAD,N/A
XFN,China,SHE,N/A
XGR,Canada,YVP,[YVP]
XIC,Xichang China,CTU,N/A
XIL,China,HET,N/A
XIY,Xi'an China,PEK,[BHY; ENY; HJJ; HMI; INC; RKZ; THQ; TLQ; TSN; UYN; XNN]
XKH,Laos,VTE,N/A
XKS,Canada,YXL,[YAX]
XMH,Paeva French Polynesia,PPT,[AHE]
XMN,Xiamen China,SHA,[WUS]
XMY,Australia,HID,[SBR]
XNA,Bentonville United States,ORD,N/A
XNH,Nasiriyah Iraq,IKA,N/A
XNN,China,XIY,[GMQ; HBQ; YUS]
XQP,Costa Rica,SJO,N/A
XRY,Spain,MAD,N/A
XSC,Turks and Caicos Islands,PLS,N/A
XSP,Singapore,SZB,N/A
XTG,Australia,CMA,[CMA]
XUZ,Airport (XUZ) is a smaller airport in China,KWE,N/A
XWA,International Airport (XWA) is an airport in United States,DEN,N/A
YAA,Canada,YVR,N/A
YAB,Canada,YRB,[YRB]
YAG,Canada,YQK,[YHD; YQK]
YAK,United States,CDV,N/A
YAM,Sault Sainte Marie Canada,YYZ,N/A
YAP,Micronesia,GUM,N/A
YAT,Canada,ZKE,[YPO; ZKE]
YAX,Wapekeka Canada,XKS,N/A
YAY,Saint Anthony Canada,YBX,N/A
YAZ,Canada,YVR,N/A
YBB,Pelly Bay Canada,YYH,N/A
YBC,Baie-Comeau Canada,YUL,[YYY]
YBE,Canada,YSF,N/A
YBG,Canada,YUL,N/A
YBK,Canada,YRT,N/A
YBL,Canada,YVR,N/A
YBP,China,KMG,N/A
YBR,Canada,YYC,N/A
YBX,Blanc-Sablon Canada,YIF,[YAY; YIF]
YCB,Canada,YHK,[YHK]
YCD,Canada,YVR,N/A
YCG,Canada,YVR,N/A
YCL,River Charlo Canada,YWK,N/A
YCO,Coppermine Canada,YZF,[YHI]
YCS,Canada,YRT,N/A
YCU,Yuncheng China,HGH,N/A
YCY,Canada,YFB,N/A
YDA,Canada,YXY,N/A
YDF,Canada,YYT,[YJT; YYR]
YDP,Canada,YYR,[YNP]
YDQ,Canada,YXJ,N/A
YEG,Canada,YYC,[YOJ; YZF]
YEI,Turkey,ESB,N/A
YEK,Eskimo Point Canada,YRT,[YRT]
YER,Canada,YTL,N/A
YES,Iran,THR,N/A
YEV,Canada,LAK,[LAK; YOC; YPC]
YFA,Canada,ZKE,[YMO]
YFB,Canada,YOW,[YCY; YGT; YIO; YTE; YXP]
YFC,Canada,YHZ,N/A
YFH,Canada,YXL,[YWP]
YFJ,Canada,YZF,[YRA]
YFO,Canada,YQD,N/A
YFS,Canada,YZF,N/A
YGH,Canada,YVQ,N/A
YGJ,Japan,HND,N/A
YGK,Canada,YYZ,N/A
YGL,Radisson Canada,YGW,N/A
YGP,Canada,YGR,[YGR]
YGR,Magdalen Islands Canada,YGP,[YGP]
YGT,Canada,YFB,[YUX]
YGV,Havre-Saint-Pierre Canada,YPN,[YPN]
YGW,Canada,YUL,[YGL; YKU]
YGX,Canada,YWG,[YYQ]
YGZ,Canada,YRB,N/A
YHD,Canada,YAG,N/A
YHI,Holman Island Canada,YCO,[YSY]
YHK,Canada,YCB,[YCB; YYH]
YHM,Canada,YXX,N/A
YHO,Canada,YNP,[YSO]
YHP,Canada,YRL,N/A
YHR,Canada,ZGS,[ZGS]
YHU,Montreal Canada,YQB,N/A
YHY,Canada,YZF,N/A
YHZ,Canada,YYZ,[FSP; YFC; YQY; YSJ; YYG; YYT]
YIA,Indonesia,CGK,N/A
YIC,yueshan Airport (YIC) is a smaller airport in China,PEK,N/A
YIE,China,HLD,N/A
YIF,Saint-Augustin Canada,YBX,[YBX]
YIH,China,KMG,N/A
YIK,Canada,AKV,[AKV; YZG]
YIN,China,URC,N/A
YIO,Canada,YFB,N/A
YIW,China,CAN,N/A
YJT,Canada,YDF,N/A
YKA,Canada,YVR,N/A
YKF,Canada,YYC,N/A
YKG,Canada,YVP,[YPJ; YQC]
YKH,China,HRB,N/A
YKL,Canada,YZV,N/A
YKM,l McAllister Field (YKM) is a smaller airport in United States,SEA,N/A
YKO,Eyyubi Airport (YKO) is a smaller airport in Turkey,IST,N/A
YKQ,Canada,YVO,[YNS]
YKS,Russian Federation,VKO,[BGN; BQJ; CKH; CYX; DPT; IKS; MQJ; NYR; OLZ; ONK; PWE; SEK; SUK; SUY; SYS; UKG; ULK; USR; VHV; VYI; ZIX; ZKP]
YKU,Canada,YGW,[YNC]
YLE,Whati Canada,YZF,N/A
YLH,Canada,SUR,N/A
YLL,Canada,YYC,N/A
YLW,Canada,YVR,N/A
YMA,Canada,YXY,N/A
YMM,Canada,YYC,[YPY]
YMN,Canada,YSO,[YRG]
YMO,Canada,YFA,N/A
YMT,Chibougamau Canada,YUL,N/A
YNA,Canada,YZV,[ZKG]
YNB,Saudi Arabia,CAI,N/A
YNC,Canada,YKU,[ZEM]
YND,Canada,YQB,N/A
YNJ,China,ICN,N/A
YNL, (YNL) is a smaller airport in Canada,YVC,[ZWL]
YNO,Canada,YXL,[YVZ]
YNP,Canada,YDP,[YHO]
YNS,Canada,YKQ,N/A
YNT,Yantai China,SHA,[NBS]
YNY,Republic of Korea,CJU,N/A
YNZ,China,SZX,N/A
YOC,Canada,YEV,N/A
YOJ,Canada,YEG,N/A
YOL,Nigeria,ABV,N/A
YON,Trashigang,PBH,N/A
YOW,Canada,YYZ,[YFB]
YPA,Canada,YXE,[YVC; ZFD]
YPC,Canada,YEV,N/A
YPH,Canada,YPX,[YPX; YUD]
YPJ,Canada,YKG,[YTQ]
YPL,Canada,SUR,N/A
YPM,Canada,ZSJ,N/A
YPN,Port-Menier Canada,YGV,[YGV]
YPO,Canada,YAT,N/A
YPR,Canada,YVR,N/A
YPW,Canada,YVR,N/A
YPX,Canada,YPH,[YPH]
YPY,Canada,YMM,N/A
YQB,Canada,YUL,[YHU; YND; YZV]
YQC,Canada,YKG,[YWB]
YQD,Canada,YWG,[YFO]
YQG,Canada,YYZ,N/A
YQK,Canada,YAG,[YAG]
YQL,Canada,YYC,N/A
YQM,Canada,YYZ,N/A
YQQ,Canada,YVR,N/A
YQR,Canada,YYC,N/A
YQT,Canada,YXL,[YXL]
YQU,Canada,YYC,N/A
YQX,Canada,YYT,N/A
YQY,Canada,YHZ,N/A
YQZ,Canada,YVR,N/A
YRA,Gameti Canada,YFJ,N/A
YRB,Canada,YAB,[YAB; YGZ]
YRG,Canada,YMN,N/A
YRL,Canada,YXL,[YHP]
YRT,Canada,YEK,[YBK; YCS; YEK; YUT; YXN; YZS]
YSB,Canada,YYZ,N/A
YSF,Canada,ZFD,[YBE]
YSG,Canada,YZF,N/A
YSJ,Canada,YHZ,N/A
YSK,Canada,YWG,N/A
YSM,Canada,YZF,N/A
YSO,Canada,YHO,[YMN]
YSQ,Songyuan China,CHG,N/A
YSY,Canada,YHI,N/A
YTE,Canada,YFB,N/A
YTH,Canada,YWG,N/A
YTL,Kitchenuhmaykoosib Inninuwug Canada,YXL,[YER]
YTM,Canada,YYZ,N/A
YTQ,Tasiujaq Canada,YPJ,N/A
YTS,Canada,YYZ,N/A
YTY,China,CKG,N/A
YTZ,Toronto Canada,YUL,N/A
YUD,Umiujaq Canada,YPH,N/A
YUL,Montreal,YYZ,[AZS; HOG; YBC; YBG; YGW; YMT; YQB; YTZ; YUY; YVO; YYZ; ZBF]
YUM,United States,PHX,N/A
YUS,China,XNN,N/A
YUT,Canada,YRT,N/A
YUX,Canada,YGT,N/A
YUY,Canada,YUL,N/A
YVC,Canada,YPA,[YNL]
YVM,Broughton Island Canada,YXP,N/A
YVO,Val-D'Or Canada,YUL,[YKQ]
YVP,Canada,XGR,[XGR; YKG]
YVQ,Canada,YZF,[YGH; ZFN]
YVR,Canada,YYC,[QBC; YAA; YAZ; YBL; YCD; YCG; YKA; YLW; YPR; YPW; YQQ; YQZ; YWL; YXC; YXJ; YXS; YXT; YXY; YYC; YYD; YYF; YYJ; YZP; YZT; YZZ; ZMT]
YVZ,Canada,YNO,N/A
YWB,Canada,YQC,N/A
YWG,Canada,YYZ,[YGX; YQD; YSK; YTH]
YWH,Canada,CXH,[CXH]
YWJ,Canada,ZFN,N/A
YWK,Canada,YZV,[YCL]
YWL,Canada,YVR,N/A
YWP,Canada,YFH,N/A
YXC,Canada,YVR,N/A
YXE,Canada,YYC,[YPA]
YXH,Canada,YYC,N/A
YXJ,Fort Saint John Canada,YVR,[YDQ]
YXL,Canada,YQT,[KIF; SUR; XBE; XKS; YFH; YNO; YQT; YRL; YTL; ZRJ; ZSJ]
YXN,Canada,YRT,N/A
YXP,Canada,YFB,[YVM]
YXS,Canada,YVR,[YYE]
YXT,Canada,YVR,N/A
YXU,Canada,YYZ,N/A
YXX,Canada,YYC,[YHM]
YXY,Canada,YVR,[YDA; YMA]
YYA,Yueyang China,HSN,N/A
YYB,Canada,YYZ,N/A
YYC,Canada,YVR,[YBR; YEG; YKF; YLL; YMM; YQL; YQR; YQU; YVR; YXE; YXH; YXX]
YYD,Canada,YVR,N/A
YYE,Canada,YXS,N/A
YYF,Canada,YVR,N/A
YYG,Canada,YHZ,N/A
YYH,Spence Bay Canada,YHK,[YBB]
YYJ,Canada,YVR,N/A
YYQ,Canada,YGX,N/A
YYR,Canada,YDF,[YDP; ZUM]
YYT,Saint John's Canada,YHZ,[YDF; YQX]
YYY,Mont-Joli Canada,YBC,N/A
YYZ,Toronto,YUL,[CCC; POP; SNU; VRA; YAM; YGK; YHZ; YOW; YQG; YQM; YSB; YTM; YTS; YUL; YWG; YXU; YYB; YZR]
YZF,Canada,YEG,[YCO; YFJ; YFS; YHY; YLE; YSG; YSM; YVQ]
YZG,Canada,YIK,N/A
YZP,Canada,YVR,N/A
YZR,Sarnia Canada,YYZ,N/A
YZS,Coral Harbour Canada,YRT,N/A
YZT,Canada,YVR,[ZEL]
YZV,Sept-Iles Canada,YQB,[YKL; YNA; YWK]
YZY,China,LHW,N/A
YZZ,Canada,YVR,N/A
ZAD,Croatia,PUY,[PUY]
ZAG,Croatia,FRA,[DBV; OMO; OSI; SPU]
ZAH,Iran,THR,[ZBR]
ZAJ,Afghanistan,KBL,N/A
ZAL,Valdivia Chile,SCL,N/A
ZAM,Philippines,MNL,[TWT]
ZAT,China,KMG,N/A
ZAZ,Spain,PMI,N/A
ZBF,Canada,YUL,N/A
ZBL,Australia,BNE,N/A
ZBR,Iran,ZAH,N/A
ZCL,Zacatecas Mexico,MEX,N/A
ZCO,Temuco Chile,SCL,N/A
ZDY,United Arab Emirates,AUH,N/A
ZEL,Canada,YZT,N/A
ZEM,Eastmain Canada,YNC,N/A
ZFD,Canada,YPA,[YSF]
ZFN,Canada,YVQ,[YWJ]
ZGS,Canada,YHR,[YHR]
ZGU,Vanuatu,SON,N/A
ZHA,China,PVG,N/A
ZHY,China,PEK,N/A
ZIA,Russian Federation,LBD,[LBD]
ZIG,Senegal,DSS,[DSS]
ZIH,Mexico,MEX,N/A
ZIS,Libya,BEN,N/A
ZIX,Russian Federation,YKS,N/A
ZKE,Kashechewan Canada,YAT,[YAT; YFA]
ZKG,Canada,YNA,N/A
ZKP,Russian Federation,YKS,N/A
ZLO,Manzanillo Mexico,MEX,N/A
ZLT,Canada,ZTB,[ZTB]
ZMT,Canada,YVR,N/A
ZNA,Canada,CXH,N/A
ZND,Niger,MFQ,[AJY]
ZNE,Australia,PER,N/A
ZNZ,Tanzania United Republic of,DAR,[DAR; PMA; TGT]
ZOS,Osorno Chile,SCL,N/A
ZPB,Canada,ZRJ,N/A
ZQN,New Zealand,AKL,N/A
ZQZ,yuan Airport (ZQZ) is a smaller airport in China,SJW,N/A
ZRH,Switzerland,LHR,[PRN]
ZRI,tion from here is <a href="/DJJ">DJJ</a> with Trigana Air where you can fly 7 days a week,DJJ,N/A
ZRJ,Canada,YXL,[ZPB]
ZSA,Cockburn Town Bahamas,NAS,N/A
ZSE, The one and only destination from here is <a href="/MRU">MRU</a> with 2 airlines where you can fly 7 days a week,MRU,N/A
ZSJ,Canada,YXL,[KEW; YPM]
ZTB,Tete-a-la-Baleine Canada,ZLT,[ZLT]
ZTH,Zakynthos Greece,ATH,N/A
ZUH,China,PEK,N/A
ZUM,Canada,YYR,N/A
ZVK,Laos,VTE,N/A
ZWL,Canada,YNL,N/A
